id,saleprice
1645,160784.92898811295
1711,293989.1742465504
2825,261967.2033418623
322,338532.7119606525
2103,282099.04043132963
342,114951.18479084049
600,92241.8859169666
488,185701.3763109157
1725,336352.282531564
2246,272233.1794115441
2847,167854.61169359088
806,247899.14460859855
530,239157.79416445002
963,177660.5856605398
2678,99587.86969092407
171,86829.29808227113
2401,405204.68256284494
805,224845.1988364919
2259,266033.9224319906
1748,173431.35930744582
1361,141526.0427620461
1677,136208.01474368828
1406,148135.81283000542
2322,230190.8119725784
688,189162.635703402
143,143076.4062048284
804,213715.60196222505
1214,177527.42745036643
2828,156405.99500623613
1999,208170.39177992486
2467,205601.55207284866
2665,167516.8366477947
1538,334003.31992142403
398,99752.4288894299
2822,140384.06714554748
2157,167852.82012903446
1856,180418.1142792909
1269,79054.80401331256
2570,118375.68079561403
2320,241387.31047049898
1517,124892.01544691995
2304,118089.57191879081
1312,97754.26682259236
2012,127026.84887808538
506,219364.9897292615
2865,190504.07674697402
2367,121283.96658470074
554,94653.82662785042
238,136522.85065039713
1954,102039.95436695882
2488,129852.45044860768
2291,90035.5814683839
1969,68787.75346027513
2725,166713.78197621705
1482,167275.88179200666
2763,228250.57810870104
503,255479.26425551216
1584,243974.39564109303
1531,153508.4013530336
2210,189174.6690321169
459,337574.4471921831
556,128683.85636632482
1347,161066.9309269929
1290,69250.01876373263
1388,100586.8301445382
1571,178385.04516588256
2754,213652.48383612745
765,127564.11815919809
2494,117047.11904285522
2870,204576.71292200312
7,225685.78129227425
1114,250465.58141292247
2418,283273.95293844526
291,117191.49319669174
18,333158.8857930313
39,345530.17081980046
1001,273805.473751044
2442,257134.13886046887
616,122120.50904522825
2680,37270.1245371619
1414,121429.30230534356
289,134692.58465953392
40,270307.18067216675
860,116437.3658723234
409,123295.36141712638
673,164599.4270214351
2427,190156.74779983878
2036,200071.80079620215
2564,146633.67402285896
642,222244.15964959213
1008,176034.706753582
1908,168672.57106862334
2519,214618.00503147964
1369,89215.63063862454
2855,159579.87296649115
712,101228.29250863672
1943,125538.88361630973
1958,135420.54770253727
107,168726.79815523094
2295,197177.49138440902
704,103975.43416548055
676,141779.5768129262
259,176311.6162555447
93,288037.75978442177
106,238579.2907746426
2315,173931.11141951883
1050,104261.97551603161
1095,190207.18359044567
2709,141809.82866620494
758,170953.4952708691
1496,151087.16332044604
2370,135690.8864820979
2458,276667.27534757776
2733,131717.0634986926
161,307648.66945761105
726,164905.04901475308
845,225409.14267216402
947,256832.3265822631
2232,118708.68201157893
2563,146281.11751899903
2299,170182.54260999174
211,105279.69250162074
605,196313.93008834473
1478,217003.21226505307
2247,274251.2998022005
2274,207789.63034940115
2869,200242.63501240138
967,231586.62769291468
2656,112281.20387094503
667,252521.96899495425
1042,124875.61372686643
2023,171245.34613849001
2447,379068.5324958245
2055,111931.13466546242
2275,283739.8606701362
2204,181532.26164687728
1563,265473.2124878814
483,221774.04916177632
796,144282.01959089586
1526,146057.62591728824
2042,152895.3802643295
442,334758.2999109755
1693,299867.8747356414
1468,220888.12565900094
1430,177626.8655280068
2605,196184.17339549307
1529,179493.16478026332
335,139587.5176676513
1287,139258.31400155055
31,120175.26529161574
1785,295639.192167302
82,156486.58279814245
2620,133746.9609013484
252,189035.1961872637
721,56640.990998893394
2165,196588.61567175854
2316,156089.2217772241
775,121035.45753679844
1558,84919.15949976514
17,217375.1065496906
1022,253512.47571022494
925,110347.26043673384
438,292115.17627371394
1270,143607.34953948122
1272,115083.10924658086
215,131692.42051355029
266,234615.99771772174
2402,263440.41221241734
1250,125319.29027148103
1984,141599.38208814024
1279,149226.98854207306
377,259036.26628989156
1252,127162.55611390003
2156,277240.4002221952
499,336082.1443724233
1374,98331.1766087237
2898,251247.17080813728
401,101334.44064220344
2721,183646.77690967347
2078,250637.63633834908
2589,115579.3093588216
1946,246696.55527936935
1334,126335.01026617794
2781,250420.34566973045
431,366742.02771640045
576,214059.9788340195
1474,219521.2078979927
2254,137858.51750654215
2155,283265.51689267776
885,78585.75958382117
643,131267.2033272728
1944,121874.04657931137
480,201141.9280619194
2845,112143.49518001685
2387,294672.5586466716
2407,217666.04616316129
2527,160182.36335165007
2514,162255.9429153687
629,182437.66725946392
80,216455.94391521695
1876,132631.92830151902
1546,122754.05545395112
2518,186937.27565425204
2347,160281.2716538792
783,178052.53602570645
1322,39932.26208557875
194,67644.82360975258
1770,307211.98241907347
2143,121169.70849145832
1229,204011.4848253436
511,284570.3208005099
46,219814.25797546178
1348,167320.0299543239
2465,203454.35371243127
387,235953.40990258113
873,225065.6681672443
1918,113335.14250259334
2764,232848.60319081636
2184,123768.70345621055
934,139981.95182921935
1920,126236.61589575233
2631,148066.31789833563
1768,535905.6458884181
2040,128804.74944206816
1749,221736.38307898864
834,226264.7582596863
1457,265183.31886358454
79,111886.10208563192
2302,100247.45154111984
1817,120201.11042215978
2755,262911.41594802204
359,152138.22564212605
2059,106614.08024787717
2092,253745.13583351055
2516,248583.56277314236
150,113096.51776969456
1656,144440.00252391445
83,108261.97703091823
2411,193237.46965665708
795,50098.39144198981
2312,238583.59065120865
2917,72811.23971272132
1624,189472.11736501695
2215,297206.9428226658
1211,143714.46549245063
1485,167318.65799201978
1024,177841.17741512472
570,218779.21171997907
2874,139871.45443325315
700,179944.12856819213
2756,235894.98934110266
2022,196489.76888639573
583,216315.78887379623
2392,316600.8606813754
2424,214727.42563013395
212,101844.12546799611
736,130501.73451129266
1610,174010.25973801082
890,122881.84707931115
467,175705.8860362752
578,263723.76608013886
1747,181048.7532123914
1149,182922.2875244465
2758,249869.53204068926
857,138558.04490718886
2219,278837.9997714582
733,110212.08443606319
2909,120865.44992750313
1798,268084.5048754149
235,121804.52894866874
2366,139764.6288952611
1027,126713.67177779437
1195,149472.5447014278
1303,13041.187179144355
148,197608.29619368957
608,157036.7829435625
2515,199491.3486073173
821,282069.7270682986
2500,283447.1221423509
745,117520.68982866267
741,147666.65788162348
1611,134124.10085608962
2532,106437.58016381506
1081,233082.4343525517
1692,403513.53899067396
2520,194429.00134432514
276,102452.00082525413
1992,137030.90601525444
663,-8170.321619480266
418,127958.62207461975
1733,189491.67982563959
2359,139998.01106443442
253,209372.774676339
1518,170545.74179574114
2035,143611.26563297736
2919,77436.87719138351
1540,206356.49453633733
2120,151558.157375262
1674,199014.56606633577
256,140765.88567819365
2361,89118.01127365581
978,71817.63500332774
2280,169639.6830163179
2095,239674.75702631718
1709,311372.43298014475
2801,222703.20972720045
1246,94547.33440268156
2373,117376.5547795858
1055,280948.5010791874
2017,117710.93849688955
1099,314221.8321641992
1344,63664.75433264545
835,182240.77364415512
1117,234006.43561111193
2043,74168.65185467189
2085,138639.73244959617
410,149038.11138445395
2650,110062.89986820705
2867,167123.0971458176
1668,110275.89129580453
1161,181806.17408603255
2122,182530.59477377508
2539,148430.14418968768
1047,135760.2942727952
1445,117626.26012841938
541,136165.21023705008
569,253431.71575454634
1276,115073.73368607485
918,134019.33751543483
326,169982.91201085295
1936,114425.9821177834
895,88063.91810086113
257,139372.9210844523
1241,190843.64568610373
1545,119473.06533737225
1189,187673.60909611091
270,168167.34346495487
2066,219412.00591588416
693,115429.72861967678
1259,177799.90080465644
2916,159504.36225741415
2321,296245.02381353604
1977,104469.746551004
1895,164881.89778653043
1240,154809.9037524789
85,145897.97800327092
1823,120315.95711128856
825,294392.39934708073
110,229905.267596634
697,120685.30066889932
2297,88339.09015272092
1231,138111.31304158247
1355,138244.63698994846
968,345798.43448696716
584,208386.62979059888
1315,141204.2649569332
1606,132038.23276998196
206,85834.63619089045
1685,334330.1564703082
2016,139336.0905516881
869,228025.29421270418
2135,115823.50478353794
2346,164483.25060904596
2430,232488.85335365578
2198,81166.25765889906
2652,116767.89759291033
27,101320.205913177
241,164456.16627713072
906,119812.49670563708
1506,99460.07700927928
2098,339131.0730574465
1435,204465.85531678097
2213,92554.65691002086
1274,127185.99170533766
743,4305.600239018211
1737,208380.89378520683
2797,276091.65541589644
2185,56844.10167625849
58,154853.56358296087
830,210043.81002453063
808,113490.41645300458
680,173561.03644405596
1153,104459.44928370754
1291,168432.29920774896
1818,170679.08188887872
2161,195319.92150327377
1883,126694.66030523309
350,341906.20491777
2473,150857.62397870608
295,197767.3465931476
293,209832.7163695622
859,104481.89184891351
288,62955.81839505129
1578,130114.55354972614
102,227640.9265541057
2831,201334.81659755018
1030,174316.1741241892
2551,139847.69596247177
1286,142786.0195337576
958,289081.7477846019
776,114906.7438837057
72,217993.53226524603
2263,259180.19700011995
1866,148064.269432644
2876,57930.22511987691
2146,279537.0210810766
103,185346.58258309623
1500,156052.0995177771
492,173385.8986914734
167,136493.4742606365
2597,107844.19115965068
2685,109477.09796173277
1035,143225.93753158348
1220,25991.878076969064
2602,133073.09519548912
2159,219587.0149242765
695,153208.60291169782
1109,268304.1434585451
640,201133.05001842836
1652,144990.5091370187
2090,179359.84876188054
1188,208370.76336639957
2345,220192.22987624642
1059,366910.1801363287
2751,254348.92287713836
128,250775.99263374473
1523,161074.27383888653
2925,154062.94764011353
2145,314328.18823553354
1121,231536.93661597592
566,314934.6716863805
565,227592.0061268831
1331,137561.73778939573
2928,115602.00092072994
156,142135.87431325542
797,160503.87830790458
327,88970.44850522024
2859,147439.3058746499
1453,97331.00662522414
1762,346435.00917606393
1868,189121.73179873475
1760,173934.80020673585
1113,262053.65584966342
1812,203309.4275011418
117,161713.0297596421
1142,215454.76361128443
2342,351453.18053316895
927,124451.07470532856
2478,192969.86929379962
655,69536.97445641528
2064,105466.5822603231
369,232533.3164851478
2239,119500.34584318032
2732,205197.22928240674
1653,153086.53047692042
959,200535.46663719031
2395,309511.85827383155
1412,101359.36615939182
271,261700.33430770307
1484,169626.09892977925
1497,143529.7548958076
552,142909.80697401473
2,118940.91898564447
1855,318922.6805542683
4,267734.93724046333
2292,153455.06277614133
134,145517.84600162657
646,112775.27050352481
42,310106.6810063146
532,236406.60055053968
713,96073.28917427757
2561,130881.35297847888
2360,124568.62680257391
1333,121425.78131883615
1407,185825.27547532902
2892,283877.96104004874
574,246300.68324741663
1227,186285.08292938815
2591,255220.61206542922
1476,229603.08429396094
1125,287727.0753046401
1446,139774.51105901133
408,113996.86494238884
1101,288159.58337634744
2251,204945.69363382133
373,188609.2272744847
2554,109589.91087081388
2382,276115.4870191155
1985,77811.79244908411
519,227502.46264736087
1093,194170.37841951312
864,269452.4655683733
2889,147399.10155976505
2308,224435.5657002785
986,148204.7422217162
1302,155014.90996332385
585,146861.4452763477
2708,141235.15925775515
147,136377.46919838397
1441,231519.72955358087
383,157855.89072469505
285,176613.06333031575
181,123889.95505180513
358,195427.673413057
780,203730.54822379455
258,186685.64003275975
1865,234901.41947912576
692,135533.74195507145
2902,317256.5586809359
508,288548.69502421876
2638,164479.56201903033
36,146645.22409772512
611,180399.36350690702
2281,123153.71554615058
1678,135397.59504100808
1696,419982.5593293136
1557,78920.65906966373
2180,142658.43033340923
1726,231911.74854235712
951,124813.71920908627
267,242032.51977687993
2706,143703.62963760237
2221,211303.52799689292
1357,183336.05727896607
2901,300895.59584044584
347,169821.64350952394
2164,199984.6479811808
1586,298311.9217317746
360,156976.51549320715
1769,234787.8606127143
2617,133891.2005372662
1879,175165.1465195996
991,215797.76658729184
1535,121754.15346172999
1191,169487.58276332472
1579,213662.41781442717
1882,130979.44948187529
1510,127722.80414102029
2196,183618.400598738
1845,202313.0556304712
2336,339780.8333462366
942,98531.14032347628
861,109875.12457426847
2555,99368.80910124641
1392,158710.23708805954
2099,282099.04043132963
1543,123344.38209203351
948,287574.1965952768
1239,155653.1453058644
22,159827.00277751463
2796,270087.6588696841
2747,184830.65958424134
92,301894.36162436137
210,170154.63053000986
1858,223362.88719711546
2228,174400.68856835377
447,245306.96291697316
827,250805.73824278952
1649,211862.39032053272
682,139843.64315085392
2698,117481.59003643668
494,150444.93813169852
214,120920.3460394626
2441,246623.78473471862
2679,107773.7667708752
1336,118696.83300738432
465,185785.94285574276
1524,122346.99492886523
2543,110421.01460676023
631,153394.97191232
2452,314877.3859183
228,144312.1016912741
126,174483.4186068083
1092,220863.74685139
1122,221558.0797265881
932,231400.38369502279
1980,90586.76167234348
2171,104224.65272062214
551,146440.66216892668
2768,166461.1297463152
2056,107207.32956044585
1159,362782.6696342201
2645,165320.16382497456
1174,192858.40897555987
2266,217367.98708583275
2462,341102.9972826656
1219,133140.52024278126
2922,199698.86564773053
118,151612.4950470588
474,189494.27464729222
2576,168767.48797336884
872,283806.24316755973
1077,234792.06418804347
1536,139904.83309243445
1150,119009.16555431217
2341,292155.65703141585
1931,133707.2567891397
2785,117222.69511484704
2538,117559.34269252501
597,213260.94460433954
464,206058.81118082826
233,243398.07959132793
2169,123683.97827351012
2123,144749.44287388911
1867,181678.07812870934
137,274637.239937649
515,207269.29375091207
933,118502.91607364686
2784,158548.52890229598
972,176111.0610653374
599,154277.80725052045
2614,119443.86138343485
2582,130417.01431056927
1409,156453.17146787303
175,114760.9519907023
352,212995.2030119166
976,80548.94758544129
2134,210652.63733756077
984,93023.30199807824
2396,306878.3634040769
1673,145023.49159353902
404,143237.84626710648
607,173882.6813870154
814,178932.05452465836
868,213171.29728165898
2271,226202.56283081218
1633,240484.3994818997
337,187515.5365837915
2765,188052.75496015535
1746,234778.8427343784
368,332144.81148233183
2806,217054.38743673242
1662,176165.5650659853
1234,226934.82278476597
1373,131632.0590050919
1672,102767.57439273619
1939,106636.87072808435
